Gravity Rank,Marketplace Rank,Vendor Code,Title,Category,Gravity,CVR,EPC,Avg Payout ($),Initial Payout ($),Rebill Payout ($),Sales Page URL,Affiliate Tools / JV Page,Contact Email,Contact Telegram,Badges,Description
114,74,"NEUROVERA","NeuroVera – The 2026 Brain Offer Delivering Reliable EPCs","Health & Fitness / Dietary Supplements",15.3,"0.40%","$0.55",148.06,148.06,,"https://hop.clickbank.net/?affiliate=zzzzz&vendor=NEUROVERA","https://theneurovera.com/affiliates/","affiliates@theneurovera.com","https://t.me/wennschondennschon","","NeuroVera is quickly becoming a steady performer for affiliates in the brain-health niche. Clean funnel flow, strong AOV, and consistent engagement make it a solid pick for affiliates seeking dependable EPCs and a reliable addition to their 2026 lineup."
115,107,"HWTONIC","Red Boost - Male Health Supplement","Health & Fitness / Men's Health",15.3,"0.28%","$0.30",118.49,118.49,,"https://hop.clickbank.net/?affiliate=zzzzz&vendor=HWTONIC","https://hardwoodtonic.com/affiliates","affiliates@hardwoodtonic.com","","Approval Required, Direct Tracking Available","Killer conversions and EPCs for this new Male Health Supplement Offer. 80% commissions available. Great upsells, low refunds and creatives that hit the spot. Get your links: https://hardwoodtonic.com/affiliates"
116,118,"BOOKOFREN","Medicinal Garden Kit - BRAND NEW!","Health & Fitness / Remedies",15.3,"1.22%","$0.60",49.99,49.99,,"https://hop.clickbank.net/?affiliate=zzzzz&vendor=BOOKOFREN","https://medicinalkit.com/affiliates/","affiliates.gbs@gmail.com","","","- Compliant! - Performs well in most niches: health, survival, remedies, etc. - Not available for Facebook, YT, Instagram, Tik Tok, Pinterest or Bing/Google paid advertising"
117,142,"DARKRESET","New Survival Offer: Dark Reset -10%+ New VSL Killing It!!!","Self-Help / Survival",15.2,"0.97%","$0.40",41.36,41.36,,"https://hop.clickbank.net/?affiliate=zzzzz&vendor=DARKRESET","https://dark-reset.com/affiliate/","support@dark-reset.com","https://t.me/cataoq","Direct Tracking Available, CPA Available","High Converting Survival Product! This Is The Winning Offer You Were Looking For With Huge EPC! It Works On Energy/solar, Home/garden/woodworking And Prepper/survival Lists As Well. Great Results On Native/Facebook Traffic!"
118,106,"LYMPHTONIC","LYMPH TONIC - Killer NEW Lymphedema/Water Retention Offer","Health & Fitness / Dietary Supplements",15,"0.35%","$0.60",182.98,182.98,,"https://hop.clickbank.net/?affiliate=zzzzz&vendor=LYMPHTONIC","https://trylymphtonic.com/aff","lymphtonic.affiliates@gmail.com","","CPA Available","Over $2 EPCs on YT, FB, Email and Native and Insane AOV's in a huge niche with almost no competition. Go HERE to get your link: https://trylymphtonic.com/aff"
119,141,"TRUELOVEOR","Balinese Soulmate Sketch - HOT NEW OFFER","Spirituality, New Age & Alternative Beliefs / Astrology",15,"0.26%","$0.11",46.37,46.37,,"https://hop.clickbank.net/?affiliate=zzzzz&vendor=TRUELOVEOR","https://docs.google.com/document/d/1xIjf8JdP81F2dYLzRkVNDIGuwqpzG7PNd4AmPApC5G4/edit?usp=drive_link","tara@trueloveoracle.com","","","Blue ocean differentiator in crowded psychic niche. Clifftop channeling story + visual deliverable 75% commission! Converts 2-4% warm, 1-2% cold."
120,134,"LBTONIC","Nagano Tonic - $5 EPCs","Health & Fitness / Dietary Supplements",14.6,"0.27%","$0.40",145.89,145.27,0.62,"https://hop.clickbank.net/?affiliate=zzzzz&vendor=LBTONIC","https://leanbodytonic.com/affiliates/","aff@leanbodytonic.com","","Direct Tracking Available","Powerhouse Weight Loss Offer NEW 2024! Crushes straight out the gate. Fully optimized and created by top vendors responsible for many winners. $5.41 EPCs and MORE. Get resources and links here: https://leanbodytonic.com/affiliates"
121,143,"POWERGG","NEW OFFER -Power Grid Generator- Aff EPC $2+","Green Products / Alternative Energy",14.6,"0.80%","$2",57.28,57.28,,"https://hop.clickbank.net/?affiliate=zzzzz&vendor=POWERGG","https://www.powergridgenerator.com/affiliate/","support@powergridgenerator.com","https://t.me/cataoq","Direct Tracking Available","High Converting Energy Product! This Is The Winning Offer You Were Looking For With Huge EPC! It Works On Energy/solar, Home/garden/woodworking And Prepper/survival Lists As Well. Great Results On Native/Facebook Traffic!"
122,148,"CODESTINY","Call Of Destiny - updated VSL April 2025","Spirituality, New Age & Alternative Beliefs / Astrology",14.6,"0.97%","$0.27",27.21,21.4,5.81,"https://hop.clickbank.net/?affiliate=zzzzz&vendor=CODESTINY","https://callofdestiny.org/affiliates","affiliates@callofdestiny.org","https://t.me/AffiliateManagerLeny","Direct Tracking Available, CPA Available","Trust the numbers, not the hype. CB says: Highest conversion rate, highest EPC of ALL astro offers on the marketplace. If you promote anything else, you lose money. We already paid our affiliates $3.3+M., how much should we pay you?"
123,192,"SBACKYARD","NEW: Self Sufficient Backyard","Home & Garden / How-to & Home Improvements",14.6,"0.30%","$0.11",41.58,41.58,,"https://hop.clickbank.net/?affiliate=zzzzz&vendor=SBACKYARD","https://www.selfsufficientbackyard.com/affiliates/","affiliates.gbs@gmail.com","","","High Payouts! From the creators of The Lost Ways and The Lost Book of Remedies! Converts well on interests like self-sufficiency, off grid, gardening, DIY, survival, and others. Send us an email for marketing materials, best banners, videos, etc."
124,96,"DWAHLER","Apple Cider Vinegar Detox + Other Weight Loss Offers","Health & Fitness / Exercise & Fitness",14.5,"0.79%","$0.24",29.44,29.44,,"https://hop.clickbank.net/?affiliate=zzzzz&vendor=DWAHLER","","null","https://t.me/derekwahler","Direct Tracking Available","Diet and weight loss offer with a $57 AOV and 2-5% conversions. Reach out to derek@dwahlerfitness.com for 10 proven email swipes."
125,110,"ZVISION20","Vision 20® by Zenith Labs","Health & Fitness / Dietary Supplements",14.5,"0.08%","$0.09",125.22,125.22,,"https://hop.clickbank.net/?affiliate=zzzzz&vendor=ZVISION20","https://bestvisionsupport.com/affiliates/","affiliates@allgood.com","","","You'll see incredible conversions on health lists! Men & Women 45+. Our VSL, TSL, and backend are fully optimized for easy conversions. Our Affiliate Manager is ready to help YOU become one of our top affiliates."
126,133,"BALMOREX","Balmorex - Top Back & Joint Pain Cream Product","Health & Fitness / Exercise & Fitness",14.4,"0.20%","$0.30",130.8,130.8,,"https://hop.clickbank.net/?affiliate=zzzzz&vendor=BALMOREX","https://balmorex.pro/affiliates/","affiliates@mediapulseltd.com","","Direct Tracking Available, CPA Available","Unique Product For A Highly Profitable Market Ready To Be Scaled! Successfully Tested On All Traffic Sources. Apply Now!"
127,99,"GETHEAVEN","Prosperity Birth Code Reading - Wealth Manifestation 2026","Spirituality, New Age & Alternative Beliefs / General",14.3,"0.72%","$0.21",27.94,27.94,,"https://hop.clickbank.net/?affiliate=zzzzz&vendor=GETHEAVEN","https://leaders.birthcode-reading.com/","heaven@birthcode-reading.com","","","Wealth and Manifestation Offer, Converts Cold and Warm, Social Media Viral, Media Buyers Huge Roi, Makes You Money While You Sleep. Come and Check, Your Wallet Will Thank You"
128,128,"CARDIOSHIE","Cardio Shield","Health & Fitness / Dietary Supplements",14,"0.34%","$0.35",102.45,102.45,,"https://hop.clickbank.net/?affiliate=zzzzz&vendor=CARDIOSHIE","https://www.getcardioshield.com/affiliate-center/","affiliates@getcardioshield.com","","","YOUR BLOOD PRESSURE WILL RISE FROM THE EPCs YOU'LL GET FROM THIS NEW OFFER! A perfect blood pressure offer written by a top Health & Fitness copywriter and built by top ClickBank Clients. Aff Tools: https://www.getcardioshield.com/affiliate-center/"
129,127,"RENEW","RENEW - Straight Fire, Son!","Health & Fitness / Dietary Supplements",13.9,"0.38%","$0.56",144.36,144.36,0,"https://hop.clickbank.net/?affiliate=zzzzz&vendor=RENEW","https://www.saltwatertrick.org/affiliates","jackie@jvwithae.com","","","Here’s the next great offer from the most consistent crew on CB. Highest payouts available network wide. Huge AOV’s and conversion rates, as normal. Go here for details: https://www.saltwatertrick.org/affiliates"
130,88,"NEURASUPP","Neura (Super Legit Memory Supplement)","Health & Fitness / General",13.8,"0.49%","$0.72",140.61,140.61,,"https://hop.clickbank.net/?affiliate=zzzzz&vendor=NEURASUPP","https://neuraoriginal.com/Affiliates/","affiliates@binauraltechnologies.com","","","BIG-TIME BRAIN health/memory supplement from Diamond Vendor. Neuroscientist-endorsed. HIGH CVR's. Tested/proven swipes ready for you. Go here to get your link: https://neuraoriginal.com/Affiliates/"
131,151,"SEMAK007","Orgone Motor","Green Products / Alternative Energy",13.8,"1.97%","$0.82",43.14,43.14,,"https://hop.clickbank.net/?affiliate=zzzzz&vendor=SEMAK007","https://affiliates.green-energy-guides.com/orogone-energy-motor/","silvermediavision@yahoo.com","https://t.me/cataoq","Direct Tracking Available","Hot high converting new product! Orgone Energy Is HERE. And It's a Commission Monster. Sky high EPCs, and crazy ROI across Facebook, YouTube, TikTok & Native. It Works On Energy/solar, Home/garden/woodworking. And Prepper/survival Lists As Well."
132,95,"FBUDDY","Friends With Benefits - Dating Offer For Men - 100% commissions!","Self-Help / Dating Guides",13.6,"1.71%","$1.13",62.52,62.52,,"https://hop.clickbank.net/?affiliate=zzzzz&vendor=FBUDDY","https://friendswithbenefitsnow.com/affiliates/emailswipes.html","mike@insurgentmedia.tv","","","Electrifying new product shows single guys how to turn a hot girl into their casual sex buddy, and how to get your own harem!"
133,140,"SYNOGUT","New Gut and Poop Winner - SynoGut","Health & Fitness / Dietary Supplements",13.6,"0.32%","$0.41",128.12,128.12,,"https://hop.clickbank.net/?affiliate=zzzzz&vendor=SYNOGUT","https://synogut.com/help/affiliates.php","affs@synogut.com","","Approval Required, CPA Available","Top affs are doing 5-6 figure profits a day buying on native, email and FB. $2.93 EPC. This is the next hit! Powerful pitch that isn't saturated. Multiple intros are available."
134,170,"ABNAMINO","Advanced Amino Formula - 60% RevShare | High AOV and EPCs","Health & Fitness / Dietary Supplements",13.6,"4.35%","$1.82",59.94,59.94,,"https://hop.clickbank.net/?affiliate=zzzzz&vendor=ABNAMINO","https://www.advancedbionutritionals.com/CB/Advanced-Amino/Affiliates.htm","affiliates@advancedbionutritionals.com","","","Promote Advanced Amino Formula - premium Essential Amino Acids for muscle support, strength, energy & recovery. 60% commissions across funnel, $140 AOV, optimized pages, low refunds. https://www.advancedbionutritionals.com/CB/Advanced-Amino/Affiliates.htm"
135,119,"NEUROPEACE","NeuroQuiet - Brain, Hearing, Tinnitus","Health & Fitness / Dietary Supplements",13.4,"0.29%","$0.42",134.65,134.65,,"https://hop.clickbank.net/?affiliate=zzzzz&vendor=NEUROPEACE","https://neuroquiet.com/info/affiliates.html","aff@neuroquiet.com","https://t.me/adrflorea","","Neuro Quiet, a proven winner with a proven niche: hearing and brain. Top Clickbank vendor with multiple top 10 winners. NEW OPENER IS HOT! Scale before everybody else."
136,173,"KETOSOUP82","14 Day Rapid Soup Diet","Health & Fitness / Diets & Weight Loss",13.3,"1.08%","$0.25",21.98,21.98,,"https://hop.clickbank.net/?affiliate=zzzzz&vendor=KETOSOUP82","","derek@dwahlerfitness.com","https://t.me/derekwahler","","New soup offer from 2 Platinum partners is the best offer we ever produced. Affs are seeing 4 to 6% conversions. Converts great to health, diet, exercise & weight loss lists."
137,44,"LASTBATT","NEW: LAST BATTERY™ Private Offer $$$ FINALLY OPEN TO AFFILIATES $$$","Green Products / General",13.2,"2.25%","$1.84",81.79,81.71,0.08,"https://hop.clickbank.net/?affiliate=zzzzz&vendor=LASTBATT","https://thelastbatteryofficial.com/affiliates.php","affiliates@thelastbatterytradecraft.com","","Approval Required, Direct Tracking Available","Energize your bank account with Last Battery™ If you have traffic for Survival ,Green Energy, DIY then grab your links and get on the gravy train!  Very Strong  EPC's and conversion rates!  Commission Bumps, Direct Tracking and CPA's available."
138,155,"BRBROWNING","The Ex Factor 2.0 - The #1 Ex Back Product (2025 UPDATE)","Self-Help / Marriage & Relationships",13,"0.39%","$0.21",48.27,46.59,1.68,"https://hop.clickbank.net/?affiliate=zzzzz&vendor=BRBROWNING","http://www.exbackprofits.com/","lovelearnings@gmail.com","https://t.me/derjola","Direct Tracking Available, CPA Available","The top ""get your ex back"" product is upgraded for 2025! Completely revamped funnel + multiple high retention continuity upsells = $6 EPC after rebills. Desperate niche = the highest conversions you'll see in this market. Proven quality. Come get rich."
139,158,"KATESPRING","The Obsession Method -- UPDATED 2025","Self-Help / Dating Guides",12.9,"0.70%","$0.50",68.85,68.85,,"https://hop.clickbank.net/?affiliate=zzzzz&vendor=KATESPRING","http://www.obsessionjv.com/","lovelearnings@gmail.com","https://t.me/derjola","Direct Tracking Available, CPA Available","Brand new men's dating offer paying 75% on front-end and 75% on all the entire back-end (nearly 60% take rate!)... the biggest new launch in the men's niche for years created by the guys behind multiple top-50 overall offers. Email us for 90% commissions"
140,187,"SMPM123","Go Digital Income is on ClickBank! - Brand New BizOpp/MMO Offer","E-business & E-marketing / General",12.8,"2.28%","$0.26",11.76,11.76,,"https://hop.clickbank.net/?affiliate=zzzzz&vendor=SMPM123","https://godigitalincome.com/affiliates-cb/","affiliates@godigitalincome.com","","","Go Digital Income enables users to activate 3 income streams in 3 simple steps. Strong hook, fresh angle and a low $9 front end already converting on cold traffic. Includes bumps and upsells, with 75% commissions paid across the full funnel."
141,147,"BIOVANISH","BioVanish","Health & Fitness / Women's Health",12.6,"0.56%","$0.60",109.68,109.68,,"https://hop.clickbank.net/?affiliate=zzzzz&vendor=BIOVANISH","https://leanloophole.com/affiliates","affiliates@allgood.com","","","Have your best month ever with BioVanish! Our proven weight loss formula generating impressive $3+ EPCs. Our unique storytelling VSLs are skyrocketing conversions and upsell take rates. Secure your spot today and start earning big with BioVanish!"
142,166,"TESLAWS18","Tesla Wealth Script [Brand New 2026!]","Spirituality, New Age & Alternative Beliefs / General",12.6,"0.77%","$0.43",53.18,53.18,,"https://hop.clickbank.net/?affiliate=zzzzz&vendor=TESLAWS18","https://www.teslawealthscript.com/tws-aff","affiliate@teslawealthscript.com","","Direct Tracking Available","Brand New Conversion BEAST with high EPCs and low refunds. Earn 75% commissions across ENTIRE funnel (3 Upsells). Get ready to fill your pockets with load of cash in 2026! More details at: https://www.teslawealthscript.com/tws-aff"
143,135,"BRAINC13","Brain C-13","Health & Fitness / Dietary Supplements",12.4,"0.46%","$0.62",125.45,125.45,,"https://hop.clickbank.net/?affiliate=zzzzz&vendor=BRAINC13","https://brainclarity.net/affiliates/","affiliates@allgood.com","","","Trusted vendor. Proven funnel. Serious payouts. Brain C13 delivers elite EPCs and a rock-solid AOV. CPA + Rev Share both on deck. Don’t miss this top-performing brain health offer https://brainclarity.net/affiliates/"
144,145,"HEPATOBURN","HepatoBurn - Highest Payouts Guaranteed. Period.","Health & Fitness / Dietary Supplements",12.4,"0.12%","$0.20",150.77,150.77,0,"https://hop.clickbank.net/?affiliate=zzzzz&vendor=HEPATOBURN","https://www.hepatoburn.com/affiliates","jackie@jvwithae.com","","","Another banger from the group that brought you Java Burn. Highest payouts and highest conversions on the network! Go here for details and links: https://hepatoburn.com/affiliates"
145,102,"PURDENTIX","PurDentix - Big Smile, Fast Conversions, Clean Profits","Health & Fitness / Dental Health",12.2,"0.10%","$0.17",164.6,164.6,,"https://hop.clickbank.net/?affiliate=zzzzz&vendor=PURDENTIX","","affiliates@webseeds.com","","Approval Required, Direct Tracking Available","PurDentix is another proven offer from a Diamond Elite team. Converts well on native, email and Meta. Reach out to affiliates@webseeds.com with your ID and promotional method to be added to this banger."
146,136,"VENOPLUS8","VENOPLUS 8 - TRENDING Heart Health & Nitric Oxide Offer","Health & Fitness / Diets & Weight Loss",12.1,"0.41%","$2",89.19,89.19,,"https://hop.clickbank.net/?affiliate=zzzzz&vendor=VENOPLUS8","https://www.clkmg.com/alvindpm/venoplus8","cb.affhelp@truegenics.com","","","Description: Monster offer for heart health - Fully optimized & battle tested. Top affs are hitting EPC $2+."
147,123,"ELONCODE","The Elon Code - Billionaire Brain Neuro Activation System VSL + TSL","Spirituality, New Age & Alternative Beliefs / General",12,"2.33%","$1.18",50.1,50.1,,"https://hop.clickbank.net/?affiliate=zzzzz&vendor=ELONCODE","https://theeloncode.com/affiliates/","support@theeloncode.com","","Direct Tracking Available, CPA Available","The Highest Converting Brain Offer! Launched January 2026! From The Creators Of Several Billionaire Brain Offers Comes This New Offer. Jump On The Wave Now! Lots Of Affiliate Tools! Go To https://theeloncode.com/affiliates For Your Links And Video Ads."
148,149,"ALEXFVB","Female Vitality Protocol","Health & Fitness / Women's Health",11.8,"0.22%","$0.17",93.63,93.63,0,"https://hop.clickbank.net/?affiliate=zzzzz&vendor=ALEXFVB","https://fvblueprint.com/affiliates","support@linenryangroup.com","","Approval Required, CPA Available","By the creators of Pelvic Floor Strong, the sexiest offer is now on the market! CR: up to 7% EPC: $3"
149,153,"NEOTONICS","Neotonics - $3 EPC On Unique Skin-Gut Gummies","Health & Fitness / Beauty",11.8,"0.11%","$0.21",138.71,138.71,,"https://hop.clickbank.net/?affiliate=zzzzz&vendor=NEOTONICS","https://neotonics.com/help/affiliates.php","affiliates@neotonics-product.com","","Approval Required","Revolutionary Skin-Gut Gummies. Powerful Pitch, Multiple Intros Available, 100% Backed By Science. Top Affs Are Scoring Up To $3 EPC. Limited Slots Only."
150,139,"RHYTHMONE","RhythmONE – A New Longevity Offer with Strong Early Momentum","Health & Fitness / Dietary Supplements",11.7,"0.38%","$0.56",138.96,138.74,0.22,"https://hop.clickbank.net/?affiliate=zzzzz&vendor=RHYTHMONE","https://rhythmoneprotocol.com/affiliates/","affiliates@rhythmoneprotocol.com","https://t.me/wennschondennschon","","RhythmONE combines mushrooms and healthy aging into a differentiated angle gaining early traction. Built with a proven VSL funnel, $300+ AOV, and full upsell path. Low saturation and positioned for affiliates ready to scale."
151,165,"TAROTSPELL","Spellsology, Tarot/Ritual Combo is killing it in 2026!","Spirituality, New Age & Alternative Beliefs / Tarot",11.7,"0.47%","$0.15",37.37,37.37,,"https://hop.clickbank.net/?affiliate=zzzzz&vendor=TAROTSPELL","https://www.spellsology.com/h-pages/affiliates","affiliates@spellsology.com","https://t.me/raybizdev","Direct Tracking Available","HIGH Conversion Rates & EPCs! A personalized tarot reading combined with a custom ritual/spellcasting, with upsell take rates that will make you look twice. Affiliate form on our tools page gets you a commission bump! Converts on all types of listss ."
152,116,"VINCHECKUP","VINCHECKUP.com - Instant Vehicle History Reports","Software & Services / General",11.6,"5.86%","$0.67",10.88,10.88,,"https://hop.clickbank.net/?affiliate=zzzzz&vendor=VINCHECKUP","https://www.vincheckup.com/affiliateNew/landingGeneratorPage","affiliates@vincheckup.com","","","We offer Comprehensive Vehicle Reports at competitive rates, User friendly, Fully Responsive Interface, 75% Commission, Low Refunds. Affiliate tools available. See For Yourself Today! Vincheckup.com"
153,190,"THE20","The 20","Health & Fitness / Dietary Supplements",11.6,"0.86%","$0.14",35.79,25.34,10.44,"https://hop.clickbank.net/?affiliate=zzzzz&vendor=THE20","https://jv.personallifemedia.com/the20/","jv@dothe20.com","","","FLOW Nitric Oxide Booster. L-Citrulline from fermented organic watermelon rind, fermented organic spinach, organic acerola cherry, and pine bark extract (pinus pinaster). Our best converter is a FREE bottle that goes to a subscription."
154,168,"FXLIFE","Vip Algos - Premium Trading Indicators For Forex, Crypto, Stocks, Gold","Business / Investing / General",11.5,"1.41%","$0.27",20.13,19.12,1.02,"https://hop.clickbank.net/?affiliate=zzzzz&vendor=FXLIFE","https://www.vipalgos.com/affiliate","contact@vipalgos.com","","","VIP Algos, a premium Trading indicator & chart trading software. Earn up to 85% commission on eligible sales, with recurring commission opportunities and 15+ upsells. Over 100k active members right now. (Very High Converting Product For Affiliates)"
155,105,"LOTTOCHAMP","LottoChamp - Unique, AI-Based Lottery Coach","Software & Services / Other Investment Software",11.4,"1.24%","$1.43",123.42,123.42,0,"https://hop.clickbank.net/?affiliate=zzzzz&vendor=LOTTOCHAMP","https://getlottochamp.com/help/affiliates.php","affiliates@lottochamp-product.com","","Approval Required","New Powerhouse Lottery Offer! Crushes straight out the gate. Fully optimized and created by top vendors responsible for many winners. Constantly optimized & proven to convert!"
156,152,"FLUSHPLUS","Flush Factor Plus - Unique Swollen Feet Relief Formula","Health & Fitness / Dietary Supplements",11.3,"0.03%","$0.04",131.02,131.02,,"https://hop.clickbank.net/?affiliate=zzzzz&vendor=FLUSHPLUS","https://flushfactorplus.com/help/affiliates.php","affiliates@flushfactorplus-product.com","","Approval Required","Powerful Pitch, Multiple Intros Available, 100% Backed By Science. Limited Slots Only."
157,114,"UNLOCKHER","Unlock the Scrambler- Get Whitelisted for Up to 100% commission","Self-Help / Dating Guides",11.2,"1.68%","$1.25",74.82,72.85,1.97,"https://hop.clickbank.net/?affiliate=zzzzz&vendor=UNLOCKHER","http://magneticjv.com/unlock/","bobby@tsbmagazine.com","","Direct Tracking Available",""
158,126,"CLARITOX","Claritox Pro- Dizziness Niche","Health & Fitness / Dietary Supplements",11.2,"0.36%","$0.45",111.26,111.26,,"https://hop.clickbank.net/?affiliate=zzzzz&vendor=CLARITOX","","affs@claritox.com","","Approval Required, Direct Tracking Available","Dizziness niche is a unsaturated but extremely profitable niche. Affs are making $3-6 EPC on native/FB/email. Works on super broad traffic. More than 6 figures spent on testing, and making sure this VSL cranks out $ on every click. Limited affs only."
159,157,"LOOMIE","Latest- 2026 Biofied Resonance Pyramid","Spirituality, New Age & Alternative Beliefs / General",11.2,"0.77%","$0.29",48.05,48.05,,"https://hop.clickbank.net/?affiliate=zzzzz&vendor=LOOMIE","https://theloomie.com/pages/affiliate-page","lumiplus.co@gmail.com","https://t.me/kennycztan","Approval Required, Direct Tracking Available","High-converting Biofield Resonance Pyramid funnel with up to $387 per sale. Fully optimised funnel with NEWLY ADDED 40%+ upsell conversion! Perfect for spirituality, Feng Shui, LOA, manifestation, and general PD lists. 24/7 customer support."
160,159,"GRIDPHAN","The Grid Phantom: AI Defence System","Self-Help / Survival",11.1,"0.42%","$0.19",45.12,45.12,,"https://hop.clickbank.net/?affiliate=zzzzz&vendor=GRIDPHAN","https://affiliates.gridphantom.com/","affiliates@gridphantom.com","https://t.me/derjola","Direct Tracking Available","AI fear = $$$ in your pocket. Brand new in 2026. Desperate market = 7.3% conversion rates and crazy EPC's. Converts cold traffic. Take advantage while the craze is here. Easy money. For more info,"
161,212,"MATSATOPRO","Matsato Osuren knife","E-Commerce / General",11.1,"2.27%","$0.92",41.01,41.01,,"https://hop.clickbank.net/?affiliate=zzzzz&vendor=MATSATOPRO","https://matsato-osuren.com/matsato-osuren/affiliates","simona.jazdauskaite@orbio.world","https://t.me/simonaorbio","CPA Available","NO BRAND BIDDING. VIRAL WINNER: Matsato Osuren — the hand-forged, ice-hardened Japanese-style knife with a signature finger-hole grip, dominating Meta, Native & Google with massive CVR and repeat sellouts."
162,223,"AFFRH84","The Masuda Prayer - $2 EPC - 80% Upsell Take Rate!","Spirituality, New Age & Alternative Beliefs / General",11.1,"0.43%","$0.11",27.66,27.66,,"https://hop.clickbank.net/?affiliate=zzzzz&vendor=AFFRH84","https://www.wealthswitch.co/masudajv","support@wealthswitch.co","","Direct Tracking Available","New winner in the Spirituality niche from a 4x Platinum vendor. Crazy upsell flow and top quality unique product. Promote now before you miss out!"
163,221,"PWFREQUNCY","July 2026 - CVR Up 30% on Pyramid Wealth Frequency – Start Promoting","Spirituality, New Age & Alternative Beliefs / General",11,"1.35%","$0.35",21.34,21.34,,"https://hop.clickbank.net/?affiliate=zzzzz&vendor=PWFREQUNCY","https://docs.google.com/document/d/1IHmi1nv3XEV1mab6pW8__r4HXsg9qhQILs69DI-kKjE/edit?tab=t.0","","","Direct Tracking Available","CVR just jumped 30%. Pyramid Wealth Frequency is converting hard with 5 upsells, 2%+ CVR, high EPCs. Unique spiritual + wealth hook. Get swipes and your best affiliate link now on the affiliate page."
164,180,"WOODPROFIT","WoodProfits - $80 Per Sale - New Copy Doubles Conversions!","Business / Investing / Small Biz / Entrepreneurship",10.9,"0.36%","$0.15",27.22,27.22,,"https://hop.clickbank.net/?affiliate=zzzzz&vendor=WOODPROFIT","https://woodprofits.com/affiliates","","","Direct Tracking Available","Get up to 5-15% conversion on cold traffic. Insane EPCs on woodworking, DIY, survivalist, green energy traffic! The guide to starting a $90,000/yr home woodworking business. Custom landers for PPC & FB on our affiliate page"
165,161,"33RDDEGREE","The 33rd Frequency | $130+ Per Sale | $1+ EPC | CB Platinum & Diamond","Spirituality, New Age & Alternative Beliefs / General",10.8,"0.63%","$0.35",55.09,55.09,,"https://hop.clickbank.net/?affiliate=zzzzz&vendor=33RDDEGREE","https://the33rddegree.com/affiliates","updates@partnerupdates.com","","","CB Platinum & Diamond vendor. Proven team, proven funnels. $130+ in commissions from each customer. $1.05 tested EPC. Unique story-driven VSL that converts because it's genuinely different from everything else in the niche. Works on cold paid or emails."
166,177,"TRUTHSTARS","The Truth In Your Stars - RECURRING COMMISSIONS, Fully Interactive VSL","Spirituality, New Age & Alternative Beliefs / Astrology",10.8,"0.67%","$0.12",31.75,19.38,12.37,"https://hop.clickbank.net/?affiliate=zzzzz&vendor=TRUTHSTARS","https://www.thetruthinyourstars.com/affiliates/","james@thetruthinyourstars.com","https://t.me/a_bc12345","","Scaling on FB ads right now! Forget about generic VSLs full of stock footage and one-size-fits-all messaging: The Truth In Your Stars offers a fully personalized, interactive multimedia experience. Your traffic will love it, and so will your bank account."
167,181,"MFPORTAL","Manifestation Portals [2026 promo ready]","Spirituality, New Age & Alternative Beliefs / General",10.6,"1.30%","$0.70",51.26,51.26,,"https://hop.clickbank.net/?affiliate=zzzzz&vendor=MFPORTAL","https://vip.manifestationportals.com/mfportal-affiliate","support@clicktwostart.com","","","New 2026 manifestation offer from a 5X ClickBank Platinum vendor. Sweet EPCs, 50–60% Upsell #1 conversions, and refunds around 2%. Fresh “suppressed government discovery” angle crushing now. Get in before saturation hits!"
168,160,"DIGESTSYNC","DigestSync - $4 EPC On Our Unique Gut & Vagus Nerve Formula","Health & Fitness / Dietary Supplements",10.5,"0.23%","$0.33",123.17,123.17,,"https://hop.clickbank.net/?affiliate=zzzzz&vendor=DIGESTSYNC","https://digestsync.com/help/affiliates.php","affiliates@digestsync-product.com","","Approval Required, Direct Tracking Available","Powerful Pitch, Multiple Intros Available, 100% Backed By Science. Top Affs Are Scoring Up To $4 EPC. Limited Slots Only."
169,178,"WINSELECT","Platinum Tipster Network","Betting Systems / General",10.4,"2.95%","$0.60",21.28,21.28,,"https://hop.clickbank.net/?affiliate=zzzzz&vendor=WINSELECT","","support@platinumtipsternetwork.com","","","The UKs No1 Betting Network."
170,189,"ENDOPEAK","EndoPeak - Male Health, ED, Testosterone","Health & Fitness / Men's Health",10.4,"1.28%","$1.56",131.36,131.36,,"https://hop.clickbank.net/?affiliate=zzzzz&vendor=ENDOPEAK","https://endopeak.com/info/affiliates.html","aff@endopeak.com","https://t.me/adrflorea","Direct Tracking Available","New winner for male health and performance. From the team that brought you multiple top 10 winners before. High Commissions. Low Refunds!"
171,218,"LOSTREC","The Lost SuperFoods","Self-Help / Survival",10.3,"0.72%","$0.30",44.01,44.01,,"https://hop.clickbank.net/?affiliate=zzzzz&vendor=LOSTREC","http://www.thelostsurvivalfoods.com/affiliates","affiliates.gbs@gmail.com","","Direct Tracking Available","NEW in 2022 for Affiliates! From the creators of The Lost Ways and The Lost Book of Remedies! This bestselling product, is now available (as of 2022) for you to promote it and make lots of sales fast. 90% commissions available on upsells."
172,29,"AMPJOINT","AMP Joint 10 – Joint Support Offer | $240 CPA","Health & Fitness / Dietary Supplements",10.1,"1.16%","$2.72",234.68,234.68,,"https://hop.clickbank.net/?affiliate=zzzzz&vendor=AMPJOINT","","affiliates@montra.global","https://t.me/sushimellow","Approval Required, Direct Tracking Available","New, optimized joint-support e-commerce offer built to convert cold traffic. $240 CPA is available to approved affiliates using compliant traffic sources. Affiliate promotion requires prior approval."
